Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01342.01","Pears","2018","2018","hg/ha","742414","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01342.01","Pears","2018","2018","tonnes","58131","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01705","Peas, dry","2018","2018","ha","4267","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01705","Peas, dry","2018","2018","hg/ha","31992","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01705","Peas, dry","2018","2018","tonnes","13651","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01242","Peas, green","2018","2018","ha","1072","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01242","Peas, green","2018","2018","hg/ha","56026","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01242","Peas, green","2018","2018","tonnes","6006","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01346","Plums and sloes","2018","2018","ha","323","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01346","Plums and sloes","2018","2018","hg/ha","441579","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01346","Plums and sloes","2018","2018","tonnes","14263","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01510","Potatoes","2018","2018","ha","11107","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01510","Potatoes","2018","2018","hg/ha","402989","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01510","Potatoes","2018","2018","tonnes","447600","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01235","Pumpkins, squash and gourds","2018","2018","ha","710","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01235","Pumpkins, squash and gourds","2018","2018","hg/ha","224014","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01235","Pumpkins, squash and gourds","2018","2018","tonnes","15905","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01342.02","Quinces","2018","2018","ha","11","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01342.02","Quinces","2018","2018","hg/ha","630909","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01342.02","Quinces","2018","2018","tonnes","694","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01443","Rape or colza seed","2018","2018","ha","22811","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01443","Rape or colza seed","2018","2018","hg/ha","33965","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01443","Rape or colza seed","2018","2018","tonnes","77478","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01353.01","Raspberries","2018","2018","ha","202","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01353.01","Raspberries","2018","2018","hg/ha","188515","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01353.01","Raspberries","2018","2018","tonnes","3808","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0116","Rye","2018","2018","ha","1855","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0116","Rye","2018","2018","hg/ha","54512","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0116","Rye","2018","2018","tonnes","10112","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0141","Soya beans","2018","2018","ha","1801","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0141","Soya beans","2018","2018","hg/ha","20766","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0141","Soya beans","2018","2018","tonnes","3740","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01215","Spinach","2018","2018","ha","953","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01215","Spinach","2018","2018","hg/ha","165446","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01215","Spinach","2018","2018","tonnes","15767","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01354","Strawberries","2018","2018","ha","512","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01354","Strawberries","2018","2018","hg/ha","160332","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01354","Strawberries","2018","2018","tonnes","8209","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01801","Sugar beet","2018","2018","ha","18578","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01801","Sugar beet","2018","2018","hg/ha","680085","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01801","Sugar beet","2018","2018","tonnes","1263462","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01445","Sunflower seed","2018","2018","ha","5386","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01445","Sunflower seed","2018","2018","hg/ha","30659","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01445","Sunflower seed","2018","2018","tonnes","16513","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01234","Tomatoes","2018","2018","ha","188","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01234","Tomatoes","2018","2018","hg/ha","2340213","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01234","Tomatoes","2018","2018","tonnes","43996","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01191","Triticale","2018","2018","ha","7960","A","Official figure"
