Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","756","Switzerland","645","Food supply quantity (kg/capita/yr)","S2922","Stimulants","2018","2018","kg","7.86","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2922","Stimulants","2018","2018","kcal/capita/day","15","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","661","Food supply (kcal)","S2922","Stimulants","2018","2018","million kcal","46678","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","674","Protein supply quantity (g/capita/day)","S2922","Stimulants","2018","2018","g/capita/day","0.62","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","671","Protein supply quantity (g)","S2922","Stimulants","2018","2018","g","1940","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","684","Fat supply quantity (g/capita/day)","S2922","Stimulants","2018","2018","g/capita/day","0.5","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","681","Fat supply quantity (g)","S2922","Stimulants","2018","2018","g","1559","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5611","Import Quantity","S2923","Spices","2018","2018","1000 tonnes","8","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5072","Stock Variation","S2923","Spices","2018","2018","1000 tonnes","2","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5911","Export Quantity","S2923","Spices","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5301","Domestic supply quantity","S2923","Spices","2018","2018","1000 tonnes","6","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5170","Residuals","S2923","Spices","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5142","Food","S2923","Spices","2018","2018","1000 tonnes","6","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","645","Food supply quantity (kg/capita/yr)","S2923","Spices","2018","2018","kg","0.71","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2923","Spices","2018","2018","kcal/capita/day","6","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","661","Food supply (kcal)","S2923","Spices","2018","2018","million kcal","19817","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","674","Protein supply quantity (g/capita/day)","S2923","Spices","2018","2018","g/capita/day","0.22","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","671","Protein supply quantity (g)","S2923","Spices","2018","2018","g","683","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","684","Fat supply quantity (g/capita/day)","S2923","Spices","2018","2018","g/capita/day","0.25","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","681","Fat supply quantity (g)","S2923","Spices","2018","2018","g","767","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5511","Production","S2924","Alcoholic Beverages","2018","2018","1000 tonnes","484","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5611","Import Quantity","S2924","Alcoholic Beverages","2018","2018","1000 tonnes","389","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5072","Stock Variation","S2924","Alcoholic Beverages","2018","2018","1000 tonnes","-23","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5911","Export Quantity","S2924","Alcoholic Beverages","2018","2018","1000 tonnes","8","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5301","Domestic supply quantity","S2924","Alcoholic Beverages","2018","2018","1000 tonnes","888","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5154","Other uses (non-food)","S2924","Alcoholic Beverages","2018","2018","1000 tonnes","76","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5170","Residuals","S2924","Alcoholic Beverages","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5142","Food","S2924","Alcoholic Beverages","2018","2018","1000 tonnes","812","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","645","Food supply quantity (kg/capita/yr)","S2924","Alcoholic Beverages","2018","2018","kg","95.23","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2018","2018","kcal/capita/day","163","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","661","Food supply (kcal)","S2924","Alcoholic Beverages","2018","2018","million kcal","506353","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","674","Protein supply quantity (g/capita/day)","S2924","Alcoholic Beverages","2018","2018","g/capita/day","0.78","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","671","Protein supply quantity (g)","S2924","Alcoholic Beverages","2018","2018","g","2440","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","684","Fat supply quantity (g/capita/day)","S2924","Alcoholic Beverages","2018","2018","g/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","681","Fat supply quantity (g)","S2924","Alcoholic Beverages","2018","2018","g","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5511","Production","S2943","Meat","2018","2018","1000 tonnes","486","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5611","Import Quantity","S2943","Meat","2018","2018","1000 tonnes","97","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5072","Stock Variation","S2943","Meat","2018","2018","1000 tonnes","-16","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5911","Export Quantity","S2943","Meat","2018","2018","1000 tonnes","8","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5301","Domestic supply quantity","S2943","Meat","2018","2018","1000 tonnes","591","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5123","Losses","S2943","Meat","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5131","Processing","S2943","Meat","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5170","Residuals","S2943","Meat","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5142","Food","S2943","Meat","2018","2018","1000 tonnes","591","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","645","Food supply quantity (kg/capita/yr)","S2943","Meat","2018","2018","kg","69.31","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2943","Meat","2018","2018","kcal/capita/day","420","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","661","Food supply (kcal)","S2943","Meat","2018","2018","million kcal","1307489","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","674","Protein supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/capita/day","23.19","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","671","Protein supply quantity (g)","S2943","Meat","2018","2018","g","72181","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","684","Fat supply quantity (g/capita/day)","S2943","Meat","2018","2018","g/capita/day","35.57","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","681","Fat supply quantity (g)","S2943","Meat","2018","2018","g","110686","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5511","Production","S2945","Offals","2018","2018","1000 tonnes","33","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5611","Import Quantity","S2945","Offals","2018","2018","1000 tonnes","8","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5911","Export Quantity","S2945","Offals","2018","2018","1000 tonnes","19","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5301","Domestic supply quantity","S2945","Offals","2018","2018","1000 tonnes","22","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5123","Losses","S2945","Offals","2018","2018","1000 tonnes","2","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5170","Residuals","S2945","Offals","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5142","Food","S2945","Offals","2018","2018","1000 tonnes","20","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","645","Food supply quantity (kg/capita/yr)","S2945","Offals","2018","2018","kg","2.4","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2945","Offals","2018","2018","kcal/capita/day","7","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","661","Food supply (kcal)","S2945","Offals","2018","2018","million kcal","21621","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","674","Protein supply quantity (g/capita/day)","S2945","Offals","2018","2018","g/capita/day","1.2","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","671","Protein supply quantity (g)","S2945","Offals","2018","2018","g","3745","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","684","Fat supply quantity (g/capita/day)","S2945","Offals","2018","2018","g/capita/day","0.17","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","681","Fat supply quantity (g)","S2945","Offals","2018","2018","g","535","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5511","Production","S2946","Animal fats","2018","2018","1000 tonnes","107","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5611","Import Quantity","S2946","Animal fats","2018","2018","1000 tonnes","16","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5072","Stock Variation","S2946","Animal fats","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5911","Export Quantity","S2946","Animal fats","2018","2018","1000 tonnes","10","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5301","Domestic supply quantity","S2946","Animal fats","2018","2018","1000 tonnes","113","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5521","Feed","S2946","Animal fats","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5123","Losses","S2946","Animal fats","2018","2018","1000 tonnes","2","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5131","Processing","S2946","Animal fats","2018","2018","1000 tonnes","37","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5154","Other uses (non-food)","S2946","Animal fats","2018","2018","1000 tonnes","1","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5170","Residuals","S2946","Animal fats","2018","2018","1000 tonnes","-2","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5142","Food","S2946","Animal fats","2018","2018","1000 tonnes","76","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","645","Food supply quantity (kg/capita/yr)","S2946","Animal fats","2018","2018","kg","8.9","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2946","Animal fats","2018","2018","kcal/capita/day","168","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","661","Food supply (kcal)","S2946","Animal fats","2018","2018","million kcal","522711","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","674","Protein supply quantity (g/capita/day)","S2946","Animal fats","2018","2018","g/capita/day","0.13","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","671","Protein supply quantity (g)","S2946","Animal fats","2018","2018","g","420","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","684","Fat supply quantity (g/capita/day)","S2946","Animal fats","2018","2018","g/capita/day","18.92","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","681","Fat supply quantity (g)","S2946","Animal fats","2018","2018","g","58887","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5511","Production","S2949","Eggs","2018","2018","1000 tonnes","61","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5611","Import Quantity","S2949","Eggs","2018","2018","1000 tonnes","36","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5072","Stock Variation","S2949","Eggs","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5911","Export Quantity","S2949","Eggs","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5301","Domestic supply quantity","S2949","Eggs","2018","2018","1000 tonnes","96","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5527","Seed","S2949","Eggs","2018","2018","1000 tonnes","5","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5123","Losses","S2949","Eggs","2018","2018","1000 tonnes","5","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5154","Other uses (non-food)","S2949","Eggs","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5170","Residuals","S2949","Eggs","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5142","Food","S2949","Eggs","2018","2018","1000 tonnes","86","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","645","Food supply quantity (kg/capita/yr)","S2949","Eggs","2018","2018","kg","10.12","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2949","Eggs","2018","2018","kcal/capita/day","40","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","661","Food supply (kcal)","S2949","Eggs","2018","2018","million kcal","124701","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","674","Protein supply quantity (g/capita/day)","S2949","Eggs","2018","2018","g/capita/day","3.24","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","671","Protein supply quantity (g)","S2949","Eggs","2018","2018","g","10074","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","684","Fat supply quantity (g/capita/day)","S2949","Eggs","2018","2018","g/capita/day","2.81","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","681","Fat supply quantity (g)","S2949","Eggs","2018","2018","g","8756","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5511","Production","S2948","Milk - Excluding Butter","2018","2018","1000 tonnes","3978","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5611","Import Quantity","S2948","Milk - Excluding Butter","2018","2018","1000 tonnes","521","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5072","Stock Variation","S2948","Milk - Excluding Butter","2018","2018","1000 tonnes","1","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5911","Export Quantity","S2948","Milk - Excluding Butter","2018","2018","1000 tonnes","558","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5301","Domestic supply quantity","S2948","Milk - Excluding Butter","2018","2018","1000 tonnes","3940","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5521","Feed","S2948","Milk - Excluding Butter","2018","2018","1000 tonnes","684","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5123","Losses","S2948","Milk - Excluding Butter","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5131","Processing","S2948","Milk - Excluding Butter","2018","2018","1000 tonnes","799","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5154","Other uses (non-food)","S2948","Milk - Excluding Butter","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5170","Residuals","S2948","Milk - Excluding Butter","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5142","Food","S2948","Milk - Excluding Butter","2018","2018","1000 tonnes","2457","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","645","Food supply quantity (kg/capita/yr)","S2948","Milk - Excluding Butter","2018","2018","kg","288.17","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2018","2018","kcal/capita/day","460","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","661","Food supply (kcal)","S2948","Milk - Excluding Butter","2018","2018","million kcal","1430809","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","674","Protein supply quantity (g/capita/day)","S2948","Milk - Excluding Butter","2018","2018","g/capita/day","29.18","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","671","Protein supply quantity (g)","S2948","Milk - Excluding Butter","2018","2018","g","90799","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","684","Fat supply quantity (g/capita/day)","S2948","Milk - Excluding Butter","2018","2018","g/capita/day","30","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","681","Fat supply quantity (g)","S2948","Milk - Excluding Butter","2018","2018","g","93345","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5511","Production","S2960","Fish, Seafood","2018","2018","1000 tonnes","3.4","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5611","Import Quantity","S2960","Fish, Seafood","2018","2018","1000 tonnes","143.98","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5072","Stock Variation","S2960","Fish, Seafood","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5911","Export Quantity","S2960","Fish, Seafood","2018","2018","1000 tonnes","0.59","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5301","Domestic supply quantity","S2960","Fish, Seafood","2018","2018","1000 tonnes","146.78","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5521","Feed","S2960","Fish, Seafood","2018","2018","1000 tonnes","3.58","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5154","Other uses (non-food)","S2960","Fish, Seafood","2018","2018","1000 tonnes","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5142","Food","S2960","Fish, Seafood","2018","2018","1000 tonnes","143.18","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","645","Food supply quantity (kg/capita/yr)","S2960","Fish, Seafood","2018","2018","kg","16.79","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2018","2018","kcal/capita/day","31","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","661","Food supply (kcal)","S2960","Fish, Seafood","2018","2018","million kcal","95040.14","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","674","Protein supply quantity (g/capita/day)","S2960","Fish, Seafood","2018","2018","g/capita/day","4.35","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","671","Protein supply quantity (g)","S2960","Fish, Seafood","2018","2018","g","13528.69","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","684","Fat supply quantity (g/capita/day)","S2960","Fish, Seafood","2018","2018","g/capita/day","1.24","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","681","Fat supply quantity (g)","S2960","Fish, Seafood","2018","2018","g","3851.82","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5611","Import Quantity","S2961","Aquatic Products, Other","2018","2018","1000 tonnes","0.1","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5911","Export Quantity","S2961","Aquatic Products, Other","2018","2018","1000 tonnes","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5301","Domestic supply quantity","S2961","Aquatic Products, Other","2018","2018","1000 tonnes","0.07","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5154","Other uses (non-food)","S2961","Aquatic Products, Other","2018","2018","1000 tonnes","0.07","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5142","Food","S2961","Aquatic Products, Other","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","645","Food supply quantity (kg/capita/yr)","S2961","Aquatic Products, Other","2018","2018","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2961","Aquatic Products, Other","2018","2018","kcal/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","661","Food supply (kcal)","S2961","Aquatic Products, Other","2018","2018","million kcal","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","674","Protein supply quantity (g/capita/day)","S2961","Aquatic Products, Other","2018","2018","g/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","671","Protein supply quantity (g)","S2961","Aquatic Products, Other","2018","2018","g","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","684","Fat supply quantity (g/capita/day)","S2961","Aquatic Products, Other","2018","2018","g/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","681","Fat supply quantity (g)","S2961","Aquatic Products, Other","2018","2018","g","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5611","Import Quantity","S2928","Miscellaneous","2018","2018","1000 tonnes","134","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5072","Stock Variation","S2928","Miscellaneous","2018","2018","1000 tonnes","16","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5911","Export Quantity","S2928","Miscellaneous","2018","2018","1000 tonnes","171","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5301","Domestic supply quantity","S2928","Miscellaneous","2018","2018","1000 tonnes","-53","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5170","Residuals","S2928","Miscellaneous","2018","2018","1000 tonnes","-53","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","5142","Food","S2928","Miscellaneous","2018","2018","1000 tonnes","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","645","Food supply quantity (kg/capita/yr)","S2928","Miscellaneous","2018","2018","kg","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","664","Food supply (kcal/capita/day)","S2928","Miscellaneous","2018","2018","kcal/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","661","Food supply (kcal)","S2928","Miscellaneous","2018","2018","million kcal","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","674","Protein supply quantity (g/capita/day)","S2928","Miscellaneous","2018","2018","g/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","671","Protein supply quantity (g)","S2928","Miscellaneous","2018","2018","g","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","684","Fat supply quantity (g/capita/day)","S2928","Miscellaneous","2018","2018","g/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","756","Switzerland","681","Fat supply quantity (g)","S2928","Miscellaneous","2018","2018","g","0","E","Estimated value"
